kind	anchor	scope	count
rs-line	crates/ai/src/providers/openai_responses.rs:531-538	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:542-564	packages/ai/src/providers/openai-responses-shared.ts	2
rs-line	crates/ai/src/providers/openai_responses.rs:648-660	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:668-670	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:668-672	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:680-715	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:685-688	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:702-705	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:712-714	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:745-748	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:940	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/types.rs:191-203	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	mod.rs:9	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	openai_responses.rs:12	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	openai_responses.rs:15	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	openai_responses.rs:556-563	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	openai_responses.rs:940	packages/ai/src/providers/openai-responses-shared.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:180-185	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:194	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:36-57	packages/ai/src/providers/openai-responses.ts	2
rs-line	crates/ai/src/providers/openai_responses.rs:542-564	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:633-641	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:648-660	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:756-766	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/utils/abort.rs:116-135	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/utils/headers.rs:5-7	packages/ai/src/providers/openai-responses.ts	1
rs-line	crates/ai/src/utils/node_http_proxy.rs:19-22	packages/ai/src/providers/openai-responses.ts	1
rs-line	openai_responses.rs:12	packages/ai/src/providers/openai-responses.ts	2
rs-line	crates/ai/src/providers/openai_responses.rs:356	packages/ai/src/providers/transform-messages.ts	1
rs-line	openai_responses.rs:15	packages/ai/src/providers/transform-messages.ts	1
rs-line	providers/mod.rs:9	packages/ai/src/providers/transform-messages.ts	1
rs-line	crates/ai/src/stream.rs:13-17	packages/ai/src/stream.ts	2
rs-line	crates/agent/src/harness/cost.rs:58-73	packages/ai/src/usage.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:542-564	packages/ai/src/usage.ts	1
rs-line	openai_completions.rs:442-456	packages/ai/src/usage.ts	1
rs-line	openai_responses.rs:542-564	packages/ai/src/usage.ts	1
rs-line	abort.rs:117-130	packages/ai/src/utils/abort.ts	1
rs-line	crates/ai/src/utils/abort.rs:116-135	packages/ai/src/utils/abort.ts	1
rs-line	crates/ai/src/utils/headers.rs:5-7	packages/ai/src/utils/headers.ts	1
rs-line	crates/ai/src/utils/oauth/anthropic.rs:148	packages/ai/src/utils/oauth/anthropic.ts	1
rs-line	crates/ai/src/utils/oauth/anthropic.rs:34-54	packages/ai/src/utils/oauth/anthropic.ts	1
rs-line	crates/ai/src/utils/oauth/anthropic.rs:44-52	packages/ai/src/utils/oauth/anthropic.ts	1
rs-line	crates/ai/src/utils/retry.rs:139-144	packages/ai/src/utils/retry.ts	1
rs-line	crates/ai/src/utils/retry.rs:146-148	packages/ai/src/utils/retry.ts	1
rs-line	crates/ai/src/utils/retry.rs:150-158	packages/ai/src/utils/retry.ts	1
rs-line	crates/ai/src/utils/retry.rs:160-168	packages/ai/src/utils/retry.ts	1
rs-line	crates/ai/src/utils/retry.rs:17-19	packages/ai/src/utils/retry.ts	1
rs-line	crates/ai/src/utils/retry.rs:29-30	packages/ai/src/utils/retry.ts	1
rs-line	retry.rs:17	packages/ai/src/utils/retry.ts	1
rs-line	retry.rs:19	packages/ai/src/utils/retry.ts	1
rs-line	retry.rs:42-130	packages/ai/src/utils/retry.ts	1
rs-line	retry.rs:51-56	packages/ai/src/utils/retry.ts	1
rs-line	retry.rs:91-96	packages/ai/src/utils/retry.ts	1
rs-line	retry.rs:97-100	packages/ai/src/utils/retry.ts	1
rs-line	crates/coding-agent/src/tools/install_skill.rs:799	packages/ai/src/utils/typebox-helpers.ts	1
rs-line	vertex_adc.rs:117-156	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:14-15	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:27-37	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:3-15	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:40-48	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:54-59	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:79-92	packages/ai/src/utils/vertex-adc.ts	1
rs-line	vertex_adc.rs:96-114	packages/ai/src/utils/vertex-adc.ts	1
rs-line	crates/ai/src/utils/abort.rs:116-135	packages/ai/test/abort-payload-midstream.test.ts	1
rs-line	abort.rs:119	packages/ai/test/abort-payload.test.ts	1
rs-line	abort.rs:123-125	packages/ai/test/abort-payload.test.ts	1
rs-line	abort.rs:126	packages/ai/test/abort-payload.test.ts	1
rs-line	abort.rs:127	packages/ai/test/abort-payload.test.ts	1
rs-line	abort.rs:128	packages/ai/test/abort-payload.test.ts	1
rs-line	crates/ai/src/utils/abort.rs:116-135	packages/ai/test/abort-payload.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:17	packages/ai/test/amazon-bedrock-retry-alignment.test.ts	1
rs-line	crates/ai/src/utils/oauth/anthropic.rs:148	packages/ai/test/anthropic-oauth.test.ts	1
rs-line	crates/ai/src/utils/oauth/anthropic.rs:34-54	packages/ai/test/anthropic-oauth.test.ts	1
rs-line	crates/ai/src/providers/anthropic.rs:162-170	packages/ai/test/anthropic-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/anthropic.rs:539-547	packages/ai/test/anthropic-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/anthropic.rs:556-573	packages/ai/test/anthropic-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/anthropic.rs:664-670	packages/ai/test/anthropic-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/anthropic.rs:862-888	packages/ai/test/anthropic-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/anthropic.rs:238	packages/ai/test/anthropic-retry-parity.test.ts	1
rs-line	providers/anthropic.rs:238	packages/ai/test/anthropic-retry-parity.test.ts	1
rs-line	crates/ai/src/api_registry.rs:314-334	packages/ai/test/api-registry-error-streams.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:588-596	packages/ai/test/azure-openai-base-url.test.ts	1
rs-line	crates/ai/src/providers/cloudflare.rs:29-60	packages/ai/test/cloudflare-base-url-placeholder.test.ts	1
rs-line	crates/ai/src/providers/cloudflare.rs:86-92	packages/ai/test/cloudflare-base-url-placeholder.test.ts	1
rs-line	crates/ai/src/providers/cloudflare.rs:94-98	packages/ai/test/cloudflare-base-url-placeholder.test.ts	1
rs-line	crates/ai/src/env_api_keys.rs:11	packages/ai/test/env-api-keys.test.ts	1
rs-line	crates/ai/src/env_api_keys.rs:22	packages/ai/test/env-api-keys.test.ts	1
rs-line	crates/ai/src/env_api_keys.rs:26	packages/ai/test/env-api-keys.test.ts	1
rs-line	crates/ai/src/env_api_keys.rs:56-59	packages/ai/test/env-api-keys.test.ts	1
rs-line	crates/ai/src/env_api_keys.rs:9	packages/ai/test/env-api-keys.test.ts	1
rs-line	event_stream.rs:133-150	packages/ai/test/event-stream.test.ts	1
rs-line	event_stream.rs:152-163	packages/ai/test/event-stream.test.ts	1
rs-line	event_stream.rs:32-46	packages/ai/test/event-stream.test.ts	1
rs-line	crates/ai/src/stream.rs:13-17	packages/ai/test/faux-provider.test.ts	1
rs-line	crates/ai/src/providers/google.rs:186	packages/ai/test/google-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/google.rs:391-415	packages/ai/test/google-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/google.rs:480-495	packages/ai/test/google-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/google.rs:522-538	packages/ai/test/google-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/google_shared.rs:30-37	packages/ai/test/google-oracle-parity.test.ts	1
rs-line	google_shared.rs:134-146	packages/ai/test/google-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/google.rs:146	packages/ai/test/google-retry-parity.test.ts	1
rs-line	crates/ai/src/providers/google_vertex.rs:139	packages/ai/test/google-retry-parity.test.ts	1
rs-line	google.rs:146	packages/ai/test/google-retry-parity.test.ts	1
rs-line	google_vertex.rs:139	packages/ai/test/google-retry-parity.test.ts	2
rs-line	providers/google.rs:146	packages/ai/test/google-retry-parity.test.ts	1
rs-line	retry.rs:139-144	packages/ai/test/google-retry-parity.test.ts	2
rs-line	retry.rs:141-142	packages/ai/test/google-retry-parity.test.ts	1
rs-line	retry.rs:150-158	packages/ai/test/google-retry-parity.test.ts	1
rs-line	retry.rs:17	packages/ai/test/google-retry-parity.test.ts	1
rs-line	retry.rs:9	packages/ai/test/google-retry-parity.test.ts	1
rs-line	crates/ai/src/utils/node_http_proxy.rs:19-22	packages/ai/test/google-vertex-api-key-resolution.test.ts	1
rs-line	crates/ai/src/vertex_provider.rs:37-42	packages/ai/test/google-vertex-api-key-resolution.test.ts	1
rs-line	crates/ai/src/vertex_provider.rs:37-42	packages/ai/test/google-vertex-oracle-parity.test.ts	1
rs-line	crates/ai/src/utils/node_http_proxy.rs:19-22	packages/ai/test/google-vertex-token-resolution.test.ts	1
rs-line	crates/ai/src/vertex_provider.rs:26-52	packages/ai/test/google-vertex-token-resolution.test.ts	1
rs-line	vertex_provider.rs:35-36	packages/ai/test/google-vertex-token-resolution.test.ts	1
rs-line	crates/ai/src/utils/hash.rs:44-50	packages/ai/test/hash.test.ts	1
rs-line	crates/ai/src/image_models.rs:13-15	packages/ai/test/image-models-list-all.test.ts	1
rs-line	lib.rs:32	packages/ai/test/image-models-list-all.test.ts	1
rs-line	crates/ai/src/images.rs:12	packages/ai/test/images-unregistered-api-error.test.ts	1
rs-line	crates/ai/src/utils/json_parse.rs:102-106	packages/ai/test/json-parse.test.ts	1
rs-line	crates/ai/src/utils/json_parse.rs:73-107	packages/ai/test/json-parse.test.ts	1
rs-line	crates/ai/src/utils/json_parse.rs:77-82	packages/ai/test/json-parse.test.ts	1
rs-line	crates/ai/src/utils/json_parse.rs:84-88	packages/ai/test/json-parse.test.ts	1
rs-line	crates/ai/src/utils/json_parse.rs:90-94	packages/ai/test/json-parse.test.ts	1
rs-line	crates/ai/src/utils/json_parse.rs:96-100	packages/ai/test/json-parse.test.ts	1
rs-line	crates/ai/src/providers/mistral.rs:148	packages/ai/test/mistral-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/mistral.rs:320-325	packages/ai/test/mistral-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/mistral.rs:377-391	packages/ai/test/mistral-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/mistral.rs:501-505	packages/ai/test/mistral-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/mistral.rs:507-510	packages/ai/test/mistral-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/mistral.rs:512-542	packages/ai/test/mistral-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_codex_responses.rs:157	packages/ai/test/openai-codex-stream.test.ts	1
rs-line	crates/ai/src/providers/openai_codex_responses.rs:202-204	packages/ai/test/openai-codex-stream.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:160-168	packages/ai/test/openai-codex-stream.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:17-19	packages/ai/test/openai-codex-stream.test.ts	1
rs-line	retry.rs:17	packages/ai/test/openai-codex-stream.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:159	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:432-440	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:462-470	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:518-558	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:693-802	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	openai_completions.rs:159	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	openai_completions.rs:432-440	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	openai_completions.rs:442-456	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	openai_completions.rs:462-470	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	openai_completions.rs:518-558	packages/ai/test/openai-completions-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:462-470	packages/ai/test/openai-completions-thinking-as-text.test.ts	1
rs-line	crates/ai/src/providers/openai_completions.rs:442-456	packages/ai/test/openai-completions-tool-choice.test.ts	2
rs-line	crates/ai/src/providers/openai_responses.rs:180-185	packages/ai/test/openai-responses-copilot-provider.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:542-564	packages/ai/test/openai-responses-copilot-provider.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:633-641	packages/ai/test/openai-responses-copilot-provider.test.ts	1
rs-line	openai_responses.rs:12	packages/ai/test/openai-responses-copilot-provider.test.ts	1
rs-line	openai_responses.rs:633-641	packages/ai/test/openai-responses-copilot-provider.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:702-705	packages/ai/test/openai-responses-foreign-toolcall-id.test.ts	1
rs-line	openai_responses.rs:702-705	packages/ai/test/openai-responses-foreign-toolcall-id.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:1003-1021	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:1023-1060	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:36-57	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:523-538	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:523-540	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:531-538	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:668-672	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:680-715	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:685-688	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:712-714	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:829-845	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:847-866	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:868-884	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:886-906	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:908-927	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:956-988	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:990-1001	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	openai_responses.rs:523-540	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	openai_responses.rs:542-564	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	openai_responses.rs:680-715	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	openai_responses.rs:756-766	packages/ai/test/openai-responses-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:542-564	packages/ai/test/openai-responses-shared-usage-propagation.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:374-400	packages/ai/test/openai-responses-text-delta-without-content-part.test.ts	1
rs-line	crates/ai/src/utils/overflow.rs:156-164	packages/ai/test/overflow.test.ts	1
rs-line	anthropic.rs:358-371	packages/ai/test/ported/anthropic-sse-e2e.test.ts	1
rs-line	crates/ai/src/models.rs:52-58	packages/ai/test/ported/models-catalog.test.ts	1
rs-line	crates/ai/src/session_resources.rs:1-8	packages/ai/test/ported/session-resources-batch-h.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:143	packages/ai/test/retry.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:156-157	packages/ai/test/retry.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:174-185	packages/ai/test/retry.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:187-193	packages/ai/test/retry.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:196-202	packages/ai/test/retry.test.ts	1
rs-line	crates/ai/src/utils/retry.rs:91-96	packages/ai/test/retry.test.ts	1
rs-line	retry.rs:42-130	packages/ai/test/retry.test.ts	1
rs-line	crates/ai/src/utils/abort.rs:116-135	packages/ai/test/tokens.test.ts	1
rs-line	crates/ai/src/providers/openai_responses.rs:356	packages/ai/test/tool-call-id-normalization.test.ts	2
rs-line	crates/ai/src/providers/transform_messages.rs:224-240	packages/ai/test/transform-messages-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/transform_messages.rs:23-44	packages/ai/test/transform-messages-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/transform_messages.rs:242-257	packages/ai/test/transform-messages-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/transform_messages.rs:278-295	packages/ai/test/transform-messages-oracle-parity.test.ts	1
rs-line	crates/ai/src/providers/transform_messages.rs:326-352	packages/ai/test/transform-messages-oracle-parity.test.ts	1
rs-line	crates/coding-agent/src/tools/install_skill.rs:799	packages/ai/test/typebox-helpers-defaults.test.ts	1
rs-line	amazon_bedrock.rs:86	packages/ai/test/user-agent-parity.test.ts	1
rs-line	anthropic.rs:203	packages/ai/test/user-agent-parity.test.ts	1
rs-line	azure_openai_responses.rs:135	packages/ai/test/user-agent-parity.test.ts	1
rs-line	crates/ai/src/utils/headers.rs:5-7	packages/ai/test/user-agent-parity.test.ts	1
rs-line	crates/ai/src/utils/node_http_proxy.rs:19-22	packages/ai/test/user-agent-parity.test.ts	1
rs-line	google.rs:116	packages/ai/test/user-agent-parity.test.ts	1
rs-line	google_vertex.rs:110	packages/ai/test/user-agent-parity.test.ts	1
rs-line	mistral.rs:120	packages/ai/test/user-agent-parity.test.ts	1
rs-line	openai_codex_responses.rs:128	packages/ai/test/user-agent-parity.test.ts	1
rs-line	openai_codex_responses.rs:142	packages/ai/test/user-agent-parity.test.ts	1
rs-line	openai_completions.rs:133	packages/ai/test/user-agent-parity.test.ts	1
rs-line	openai_responses.rs:160	packages/ai/test/user-agent-parity.test.ts	1
rs-line	vertex_adc.rs:139-144	packages/ai/test/vertex-adc.test.ts	1
rs-line	vertex_adc.rs:167-204	packages/ai/test/vertex-adc.test.ts	1
rs-line	vertex_adc.rs:206-222	packages/ai/test/vertex-adc.test.ts	1
rs-line	bug_report.rs:102	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:112-123	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:125-156	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:128	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:130	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:132	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:134	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:136	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:138	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:140	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:146	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:148-151	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:22	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:24-27	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:25	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:29-39	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:41-110	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:50	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:51	packages/coding-agent/src/bug-report.ts	1
rs-line	bug_report.rs:92-94	packages/coding-agent/src/bug-report.ts	1
rs-line	builtin_skills.rs:157-185	packages/coding-agent/src/builtin-skills.ts	1
rs-line	builtin_skills.rs:187-206	packages/coding-agent/src/builtin-skills.ts	1
rs-line	builtin_skills.rs:215-231	packages/coding-agent/src/builtin-skills.ts	1
rs-line	builtin_skills.rs:233-253	packages/coding-agent/src/builtin-skills.ts	1
rs-line	builtin_skills.rs:42-46	packages/coding-agent/src/builtin-skills.ts	1
rs-line	builtin_skills.rs:50-54	packages/coding-agent/src/builtin-skills.ts	1
rs-line	builtin_skills.rs:74-140	packages/coding-agent/src/builtin-skills.ts	1
rs-line	main.rs:698-707	packages/coding-agent/src/builtin-skills.ts	1
rs-line	main.rs:217	packages/coding-agent/src/cli.ts	1
rs-line	crates/coding-agent/src/main.rs:58-148	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:101-102	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:104-105	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:108-109	packages/coding-agent/src/cli/args.ts	4
rs-line	main.rs:116-117	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:121-122	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:125-126	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:129-130	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:133-134	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:137	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:137-138	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:140-141	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:143-144	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:146-147	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:206-214	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:209-212	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:61	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:68-147	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:76-77	packages/coding-agent/src/cli/args.ts	2
rs-line	main.rs:80-83	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:88	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:88-95	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:94-95	packages/coding-agent/src/cli/args.ts	1
rs-line	main.rs:98-99	packages/coding-agent/src/cli/args.ts	2
rs-line	commands.rs:1264-1273	packages/coding-agent/src/cli/help.ts	1
rs-line	commands.rs:1264-1296	packages/coding-agent/src/cli/help.ts	1
rs-line	commands.rs:1281-1296	packages/coding-agent/src/cli/help.ts	1
rs-line	commands.rs:1294	packages/coding-agent/src/cli/help.ts	1
rs-line	commands.rs:1331-1351	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:150-157	packages/coding-agent/src/cli/help.ts	2
rs-line	main.rs:152-156	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:391-422	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:397	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:399-422	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:404-407	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:58-148	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:60	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:61	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:62	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:68-147	packages/coding-agent/src/cli/help.ts	1
rs-line	main.rs:82	packages/coding-agent/src/cli/help.ts	1
rs-line	resume_picker.rs:108-112	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:126-133	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:135-153	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:136-138	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:139-141	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:157-213	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:16-23	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:166-173	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:167-170	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:171-172	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:191-192	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:192-208	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:199-205	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:25-32	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:3-6	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:34-45	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:47-48	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:50-53	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:55-68	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:70-124	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	resume_picker.rs:8-9	packages/coding-agent/src/cli/session-picker.ts	1
rs-line	main.rs:218	packages/coding-agent/src/cli/usage-error.ts	1
rs-line	main.rs:698-707	packages/coding-agent/src/cli/usage-error.ts	1
rs-line	config.rs:42-46	packages/coding-agent/src/config.ts	1
rs-line	config.rs:44-57	packages/coding-agent/src/config.ts	1
rs-line	config.rs:79-88	packages/coding-agent/src/config.ts	1
rs-line	crates/coding-agent/src/config.rs:10-17	packages/coding-agent/src/config.ts	2
rs-line	crates/coding-agent/src/config.rs:27-29	packages/coding-agent/src/config.ts	1
rs-line	crates/coding-agent/src/config.rs:40-88	packages/coding-agent/src/config.ts	1
rs-line	crates/coding-agent/src/config.rs:44-57	packages/coding-agent/src/config.ts	1
